id,name,province,city,address,types,1st,2nd
12600296,행운로또,부산,동래구,부산 동래구  충렬대로428번길 30 102호 1호,lotto645|pension720|speetto,2,5
14110392,로또복권,경기,성남시,경기 성남시 분당구 금곡동  192번지 두산위브상가109호,lotto645|speetto,1,2
11190029,노다지훼밀리,서울,강동구,서울 강동구  구천면로 251 ,lotto645|pension720|speetto,3,6
11110715,상암DMC빌점,서울,마포구,서울 마포구 상암동 1584번지 상암동DMC빌상가 104호,lotto645,1,2
22800040,CU(도화향기점),인천,미추홀구,인천 미추홀구 도화동(도화23동) 119-43 1층 CU,lotto645|pension720|speetto,2,5
12810023,복권방 동춘점,인천,연수구,인천 연수구  봉재산로 20 상가동 107호,lotto645|pension720|speetto,2,8
14110366,로또판매점(복권방),경기,군포시,경기 군포시 당동(군포2동) 921-5 금강프라자1-110호,lotto645|speetto,1,11
14120027,미소로또,경기,남양주시,경기 남양주시  가운로1길 17 마이라이프 오피스텔,lotto645|pension720|speetto,1,5
24100223,GS25(수원황골점),경기,수원시,경기 수원시 영통구  봉영로 1761 ,lotto645|speetto,1,3
14100105,엑스트라,경기,안성시,경기 안성시 인지동(안성2동) 419-2 1층 엑스트라비디오,lotto645|speetto,2,8
14190225,복권방,경기,용인시,경기 용인시 기흥구 신갈동 51번지 ,lotto645|pension720|speetto,2,7
14390004,복권나라,충북,청주시,충북 청주시 상당구  상당로 9 ,lotto645|pension720|speetto,2,10
14420008,돈벼락복권방,충남,논산시,충남 논산시  시민로 337 1층 상가,lotto645|pension720|speetto,1,2
14610088,한솔복권방,전남,목포시,전남 목포시  수문로 62 한솔복권방,lotto645|speetto,1,6
14110081,로또복권방,경기,시흥시,경기 시흥시  은계호수로 31 그린타워 1층 112호,lotto645|pension720|speetto,1,5
14100117,천하명당복권방,경기,의왕시,경기 의왕시 경수대로 292 1층 111호 (오전동 대덕하이베라스)  ,lotto645|pension720|speetto,2,11
14800070,화성슈퍼,경남,창원시,경남 창원시 의창구 팔용동 194-14번지 ,lotto645|pension720|speetto,1,3
14190176,이마트24 일산덕이점,경기,고양시,경기 고양시 일산서구  미래로 164 ,lotto645|pension720|speetto,5,19
11101174,가로판매점,서울,관악구,서울 관악구  과천대로 955 ,lotto645|pension720|speetto,2,18
11100039,하이로또,서울,금천구,서울 금천구  금하로 686 ,lotto645|pension720|speetto,4,6
12710033,성서제일복권,대구,달서구,대구 달서구 장기동 150-1번지 1층,lotto645|pension720|speetto,1,1
12710037,세븐일레븐 현풍대로점,대구,달성군,대구 달성군 비슬로 581 세븐일레븐현풍대로점  ,lotto645|speetto,4,25
12700324,복권명당,대구,중구,대구 중구 태평로1가 19-1번지 ,lotto645|speetto,1,2
13000161,대광광고사,대전,유성구,대전 유성구  구즉로 54 ,lotto645|pension720|speetto,1,15
14120089,로또가게,경기,용인시,경기 용인시 처인구  경기동로706번길 1 ,lotto645|pension720|speetto,1,5
14110147,로또.토토.블루베리,경기,평택시,경기 평택시  안현로서6길 7 105호,lotto645|pension720|speetto,3,18
14710045,CU로또(구미고아점),경북,구미시,경북 구미시 고아읍 관심리 668-9번지 CU편의점 내,lotto645|speetto,1,3
11101694,성모마트,서울,강남구,서울 강남구 역삼동  813번지,lotto645|speetto,1,2
